name,x,y
000234@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4516,946
000235@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4091,2375
000236@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2460,3983
000237@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3363,1742
000238@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2668,1107
000239@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1353,527
000240@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2314,4979
000241@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4378,2302
000242@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,6201,644
000243@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2776,4439
000244@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3000,5745
000245@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4079,3359
000246@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2630,2783
000247@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3544,536
000248@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3088,4927
000249@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3639,5394
000250@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2918,2641
000251@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3216,6920
000252@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3196,1320
000253@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,3271,301
000254@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,252,7072
000255@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1097,2764
000256@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,2159,3223
000257@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,647,6177
000258@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,482,1747
000259@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,980,559
000260@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,4169,441
000261@Particles/Micrographs/14sep05c_c_00003gr_00015sq_00011hl_00002es_particles_shiny.mrcs,1813,1334
